package,last_modified,first_release
BalanceCheck,2019-03-18,2016-09-16
BalancedSampling,2019-03-01,2014-03-24
BALCONY,2019-02-28,2017-08-03
Ball,2021-03-17,2018-01-03
BallMapper,2019-08-20,2019-07-26
ballr,2020-07-02,2017-11-13
BaM,2020-11-21,2008-07-09
bama,2021-01-21,2019-09-30
BAMBI,2020-06-19,2017-01-01
bamboo,2020-04-03,2014-08-14
BAMD,2013-03-23,2009-04-21
bamdit,2019-07-09,2011-08-07
bamlss,2021-05-15,2017-02-22
BAMMtools,2019-12-05,2014-03-05
BaMORC,2021-04-15,2018-11-14
bamp,2021-06-10,2018-12-01
bams,2015-06-26,2012-01-18
bandit,2014-05-06,2012-02-16
BANEScarparkinglite,2020-04-13,2018-01-23
BANFF,2018-05-03,2014-12-29
bang,2020-02-24,2017-11-20
bannerCommenter,2021-03-23,2016-12-05
BANOVA,2021-04-27,2014-06-27
banR,2021-03-23,2017-08-03
bapred,2016-06-03,2015-09-04
barcode,2012-02-20,2011-06-28
baRcodeR,2020-03-07,2018-10-26
BarcodingR,2020-04-14,2016-07-19
BARD,2012-04-11,2007-09-14
BAREB,2021-04-07,2020-03-06
BARIS,2020-05-25,2020-02-24
bark,2015-01-15,2008-07-16
Barnard,2016-10-20,2011-07-02
barsurf,2021-01-20,2018-10-26
BART,2021-01-05,2017-04-07
bartCause,2020-08-10,2020-04-02
bartMachine,2020-12-17,2013-12-07
bartMachineJARs,2018-03-03,2016-02-27
baRulho,2021-04-21,2020-02-22
Barycenter,2018-05-04,2016-09-21
BAS,2020-01-20,2009-03-02
basad,2017-11-20,2017-10-26
BaSAR,2014-08-18,2011-12-17
base2grob,2018-04-25,2018-03-15
base64,2016-05-10,2011-12-03
base64enc,2015-07-28,2012-09-08
base64url,2018-05-14,2016-10-04
basecamb,2021-05-12,2021-04-10
baseflow,2021-03-19,2019-11-13
basefun,2021-03-09,2016-02-19
baseline,2020-09-12,2011-01-10
BaseSet,2021-04-22,2020-11-11
basetheme,2019-10-17,2019-06-14
basf,2020-12-09,2020-04-15
basicMCMCplots,2020-11-01,2018-09-03
basicspace,2020-01-10,2011-01-26
basictabler,2021-05-12,2017-09-30
basicTrendline,2020-11-23,2018-01-09
BASiNET,2018-10-02,2017-12-18
BASIX,2013-10-24,2013-10-07
basket,2021-03-21,2019-05-14
BASS,2020-08-31,2016-12-16
BaSTA,2015-11-08,2011-11-05
bastah,2016-06-02,2016-05-11
BAT,2021-05-12,2014-08-19
batade,2021-02-15,2012-10-29
batata,2021-03-08,2020-06-09
batch,2018-04-16,2009-12-17
BatchExperiments,2017-11-30,2012-05-25
BatchGetSymbols,2020-11-28,2016-11-06
BatchJobs,2019-05-15,2012-05-25
BatchMap,2019-12-10,2017-03-27
batchmeans,2020-05-07,2012-06-20
batchtools,2021-01-11,2016-11-08
BaTFLED3D,2021-05-05,2017-02-12
bats,2008-02-16,1999-06-09
batteryreduction,2015-12-23,2015-10-12
BAwiR,2021-04-23,2018-01-25
BayClone2,2019-05-15,2014-12-23
baycn,2020-07-31,2019-10-01
bayes4psy,2021-04-26,2019-06-28
bayesAB,2019-07-03,2016-09-13
bayesanova,2020-05-31,2019-11-25
BayesARIMAX,2020-05-03,2020-03-06
BayesBD,2020-05-19,2015-11-17
BayesBinMix,2017-07-04,2016-04-19
bayesboot,2018-06-29,2016-02-18
BayesBP,2020-08-27,2019-10-02
BayesBridge,2018-01-27,2012-12-05
bayesCGH,2010-07-30,2008-12-23
bayesCL,2020-03-03,2017-04-14
bayesclust,2015-06-19,2009-01-14
BayesComm,2015-07-01,2014-01-02
bayescopulareg,2020-11-30,2020-05-01
bayescount,2015-04-20,2007-08-27
BayesCR,2017-09-11,2013-07-13
bayesCT,2020-05-12,2019-01-30
BayesCTDesign,2019-08-02,2018-08-14
BayesDA,2012-04-10,2009-01-30
bayesDccGarch,2020-02-19,2015-01-14
BAYESDEF,2020-05-20,2017-06-06
bayesDem,2020-05-02,2010-10-07
bayesdfa,2021-05-28,2018-09-19
bayesDP,2021-01-06,2017-03-22
bayesefa,2021-02-25,2021-02-10
BayesESS,2019-11-25,2018-04-05
BayesFactor,2018-05-19,2012-10-11
BayesFM,2020-10-20,2016-11-03
bayesGARCH,2021-05-16,2008-06-03
bayesGDS,2019-01-25,2012-08-28
BayesGESM,2015-06-06,2014-05-08
BayesGOF,2018-10-09,2017-11-16
BayesGWQS,2020-06-23,2020-06-12
BayesH,2019-08-12,2016-04-04
bayesian,2021-05-31,2021-01-14
BayesianAnimalTracker,2014-12-07,2014-11-26
Bayesianbetareg,2019-01-26,2013-10-29
bayesianETAS,2017-01-17,2016-12-14
BayesianFROC,2020-11-26,2019-05-09
BayesianNetwork,2018-12-02,2016-07-21
BayesianPower,2020-06-22,2019-05-31
BayesianReasoning,2020-07-03,2020-06-30
BayesianTools,2019-12-09,2017-02-06
bayesImageS,2021-04-11,2016-11-03
BayesLCA,2020-05-06,2012-02-07
bayesLife,2021-04-05,2011-01-21
bayeslincom,2021-03-11,2020-08-05
bayeslm,2020-10-02,2017-07-14
BayesLN,2021-03-31,2020-02-20
BayesLogit,2019-09-26,2012-05-06
bayesloglin,2016-12-19,2016-12-19
bayesLopod,2018-11-10,2017-11-27
bayesm,2019-10-15,2005-04-15
BayesMallows,2021-06-04,2018-10-08
BayesMAMS,2020-12-02,2015-11-06
BayesMassBal,2020-11-09,2020-07-07
bayesMCClust,2018-01-23,2012-01-31
BayesMed,2020-02-07,2014-01-28
bayesmeta,2020-12-15,2015-12-06
bayesmix,2021-01-07,2004-05-19
BayesMixSurv,2016-09-08,2014-10-25
bayesmove,2021-04-27,2020-10-16
BayesNetBP,2021-06-01,2017-05-09
BayesNetDiscovery,2014-09-01,2014-07-13
BayesNSGP,2019-10-12,2019-08-29
bayespack,2013-03-23,2011-02-17
BayesPanel,2010-08-28,2010-03-18
BayesPen,2014-12-07,2014-04-29
BayesPiecewiseICAR,2017-01-04,2016-07-27
bayesplot,2021-01-10,2016-11-18
bayesPop,2020-05-02,2012-04-19
BayesPostEst,2021-01-09,2019-08-05
BayesPPD,2021-05-18,2021-05-10
bayesQR,2017-01-27,2011-04-01
BayesQTLBIC,2014-07-28,2009-10-30
bayesreg,2021-03-29,2016-11-24
Bayesrel,2021-03-29,2019-01-20
BayesReversePLLH,2020-10-06,2020-02-01
BayesRGMM,2021-04-15,2021-03-31
BayesRS,2018-04-06,2017-10-18
BayesS5,2020-03-24,2017-01-17
BayesSAE,2018-04-20,2013-10-15
BayesSampling,2021-05-01,2020-04-24
BayesSenMC,2020-03-19,2019-04-08
BayesSingleSub,2019-07-02,2012-04-29
BayesSPsurv,2021-05-14,2020-09-28
BayesSummaryStatLM,2020-08-14,2015-02-25
BayesSUR,2021-05-05,2019-10-14
bayesSurv,2020-01-31,2004-12-27
BayesSurvival,2021-03-12,2020-05-08
bayest,2020-05-31,2019-08-02
bayestestR,2021-05-31,2019-04-08
bayesTFR,2021-04-03,2010-10-05
Bayesthresh,2018-05-24,2012-08-08
BayesTree,2016-07-06,2006-01-05
BayesTreePrior,2016-07-04,2016-04-18
BayesVarSel,2020-02-18,2012-12-12
BayesX,2019-08-24,2009-03-11
BayesXsrc,2018-04-24,2012-05-20
bayesZIB,2021-05-26,2021-05-04
BayHap,2020-01-15,2010-11-17
BayHaz,2008-02-16,2007-01-09
BaylorEdPsych,2020-06-08,2012-07-28
BayLum,2020-12-06,2017-09-01
baymedr,2021-03-28,2019-10-21
baymvb,2008-02-16,2005-06-15
bayou,2020-02-24,2014-07-18
BAYSTAR,2013-05-17,2008-01-07
baytrends,2021-05-14,2018-07-19
bazar,2019-03-16,2017-01-14
BB,2019-10-18,2008-04-22
BBcor,2021-03-22,2020-07-30
bbefkr,2014-04-29,2013-10-21
bbemkr,2014-04-05,2010-11-05
BBEST,2020-11-19,2014-08-15
BBI,2018-10-17,2018-05-18
bbl,2021-02-03,2019-09-04
BBmisc,2017-03-10,2012-01-05
bbmle,2020-02-03,2007-02-20
BBMM,2013-03-08,2010-05-07
BBMV,2018-04-30,2017-05-02
bbo,2014-09-18,2013-04-19
bbotk,2021-03-18,2020-07-24
BBRecapture,2020-02-14,2013-12-19
bbreg,2020-11-30,2020-03-20
bbricks,2020-05-07,2020-03-25
bbsBayes,2021-01-13,2020-05-27
bc3net,2016-11-28,2012-08-29
BCA,2014-09-04,2011-03-01
bcaboot,2021-05-09,2018-08-31
BCBCSF,2015-09-26,2011-07-27
bccp,2021-05-18,2020-10-26
bcdata,2021-05-04,2019-11-05
BCDating,2019-01-07,2013-08-07
BcDiag,2015-10-17,2013-01-10
BCE,2014-05-22,2008-05-08
BCEA,2019-08-26,2012-05-13
BCEE,2020-04-01,2015-06-24
BCellMA,2017-03-08,2016-11-03
BCEs0,2018-02-01,2013-07-22
bcf,2019-08-28,2018-07-29
BCHM,2020-06-06,2019-12-20
Bchron,2021-06-10,2008-02-21
Bclim,2021-01-29,2012-06-22
bclust,2020-01-16,2009-08-04
BClustLonG,2020-05-07,2017-12-15
bcmaps,2021-03-10,2017-12-20
bcmixed,2020-03-31,2020-03-02
bcool,2015-02-06,2011-08-15
bcp,2018-08-13,2006-11-13
bcpa,2014-11-02,2013-10-26
bcr,2021-03-03,2020-11-23
BCRA,2020-07-10,2015-04-29
bcRep,2020-07-05,2015-10-12
bcrm,2019-08-23,2012-01-11
bcROCsurface,2020-02-14,2016-11-17
bcrypt,2018-01-23,2015-06-16
bcs,2017-12-01,2017-04-05
BCSub,2017-03-17,2016-10-29
BCT,2020-12-07,2020-11-23
bcv,2021-03-11,2009-10-15
bda,2021-01-19,2012-01-06
bde,2015-02-16,2014-11-13
BDEsize,2021-04-23,2019-03-31
BDgraph,2021-05-03,2012-09-26
bdl,2020-06-15,2019-09-19
bdlp,2019-04-02,2017-06-07
bdoc,2015-06-19,2009-09-22
bdots,2021-03-27,2015-09-21
bdpar,2020-11-25,2019-07-26
bdpv,2019-03-11,2012-10-29
bdrift,2017-12-19,2016-01-18
bdscale,2016-03-17,2014-10-08
bdsmatrix,2020-01-13,2009-09-20
bdvis,2021-01-15,2014-05-07
BDWreg,2017-02-17,2016-01-12
bdynsys,2014-12-08,2013-07-30
BE,2020-09-27,2018-06-18
bea.R,2018-02-23,2016-12-02
BEACH,2019-02-11,2016-10-06
beadarrayFilter,2013-02-07,2012-07-04
beadarrayMSV,2020-06-16,2010-09-03
beadplexr,2020-04-04,2018-03-09
beakr,2021-04-06,2020-02-10
beam,2020-05-29,2018-03-23
beanplot,2014-09-19,2008-11-06
BEANSP,2017-04-24,2014-09-19
beanz,2018-11-05,2016-05-04
bear,2015-07-02,2008-07-11
beast,2018-03-16,2017-11-29
beastier,2021-06-05,2019-05-31
BeastJar,2020-10-26,2020-10-13
beats,2021-01-16,2020-02-28
beautier,2021-05-23,2018-03-27
BED,2021-03-12,2021-01-05
BEDASSLE,2014-12-04,2013-07-31
BEDMatrix,2020-07-08,2015-11-06
bedr,2019-04-01,2015-09-04
beepr,2018-06-04,2014-06-25
beeswarm,2021-06-01,2010-10-07
beginr,2019-05-02,2017-06-23
behaviorchange,2021-03-15,2018-08-05
behavr,2019-01-03,2018-04-16
belg,2020-08-31,2018-03-05
belief,2012-08-10,2010-12-04
bench,2020-01-14,2018-05-27
benchden,2012-02-29,2007-06-26
benchmark,2018-08-13,2010-06-19
Benchmarking,2020-08-07,2010-09-12
benchmarkme,2021-03-21,2016-02-24
benchmarkmeData,2020-04-23,2016-02-23
benchr,2020-03-07,2016-11-20
bender,2019-02-04,2019-01-20
benford,2021-06-04,2021-02-07
benford.analysis,2018-12-21,2014-01-22
BenfordTests,2015-08-04,2013-04-16
BENMMI,2020-10-12,2019-01-25
bentcableAR,2015-03-13,2008-04-29
benthos,2019-03-17,2017-11-22
BEQI2,2020-03-07,2014-04-16
ber,2020-02-19,2010-08-14
Bergm,2020-11-12,2009-12-07
BerkeleyEarth,2013-11-29,2012-02-09
BerlinData,2016-06-24,2014-05-11
berryFunctions,2021-04-01,2014-06-09
BeSS,2021-04-22,2017-04-20
Bessel,2019-05-02,2011-01-15
BEST,2021-05-17,2013-06-04
bestglm,2020-03-13,2009-08-27
Bestie,2021-02-26,2020-03-30
bestNormalize,2021-06-03,2017-11-14
bestridge,2021-04-04,2021-02-16
BET,2021-05-18,2020-10-19
BetaBit,2020-10-03,2016-05-26
betaboost,2018-07-07,2018-06-24
betadiv,2020-08-07,2020-06-05
betafunctions,2021-04-30,2020-05-02
betalink,2016-03-26,2015-07-15
betapart,2021-04-11,2012-03-02
BetaPASS,2019-09-16,2019-07-23
betaper,2020-11-24,2008-06-09
betareg,2021-02-09,2004-04-01
betas,2020-03-01,2015-01-14
betategarch,2016-10-16,2011-09-28
betfairly,2013-04-17,2011-09-11
bethel,2009-05-19,2009-03-27
BETS,2018-09-28,2016-12-20
bettermc,2021-04-13,2021-03-25
BeviMed,2021-02-01,2016-05-03
BeyondBenford,2020-07-24,2018-12-03
beyondWhittle,2019-07-12,2017-01-23
bezier,2018-12-14,2014-03-26
bfa,2019-08-21,2011-11-02
bfast,2021-05-10,2009-12-14
bfork,2017-11-22,2016-01-04
bfp,2021-02-14,2010-09-22
BFpack,2021-02-02,2019-10-31
BFS,2021-05-10,2019-10-16
bfsMaps,2020-12-17,2020-03-26
bfw,2019-11-25,2018-06-15
BGData,2020-08-03,2017-05-11
bgeva,2017-04-19,2013-04-29
BGGE,2018-08-10,2017-11-30
BGGM,2020-12-03,2020-02-06
bggum,2020-01-19,2020-01-09
bglm,2018-05-31,2014-11-20
BGLR,2018-11-11,2013-10-13
bgmfiles,2016-08-10,2016-07-20
bgmm,2020-03-03,2011-01-31
BGPhazard,2021-05-26,2013-10-08
bgsmtr,2019-12-13,2016-10-04
bgumbel,2021-04-01,2021-03-01
BGVAR,2021-05-18,2020-06-19
BH,2021-01-11,2013-01-31
Bhat,2011-11-03,2002-01-09
BHH2,2016-05-31,2005-03-15
bhm,2020-04-13,2016-10-12
bhmbasket,2021-04-07,2021-02-15
BHMSMAfMRI,2019-05-16,2014-08-04
BHPMF,2017-11-14,2017-06-13
bhrcr,2020-02-19,2018-03-13
BHSBVAR,2021-06-10,2018-11-19
BHTSpack,2021-02-08,2018-06-10
BiasCorrector,2021-05-17,2020-08-24
BiasedUrn,2015-12-28,2006-11-13
bib2df,2019-04-02,2016-08-09
BiBitR,2017-06-30,2016-11-30
bibliometrix,2021-05-26,2016-05-08
bibliospec,2018-05-09,2016-07-01
BibPlots,2019-06-05,2017-07-14
bibtex,2020-09-19,2009-12-11
biClassify,2021-01-06,2020-12-14
biclique,2020-03-04,2017-05-03
biclust,2021-05-25,2008-02-05
biclustermd,2020-04-15,2019-09-30
bicreduc,2010-07-30,2009-02-19
BiDAG,2021-04-30,2017-07-19
BiDimRegression,2018-05-16,2013-01-12
BIEN,2020-02-27,2017-01-12
bifactorial,2018-03-25,2007-12-07
BifactorIndicesCalculator,2020-07-20,2019-11-06
bife,2020-10-30,2016-07-29
BIFIEsurvey,2019-06-12,2014-07-01
BiG,2019-04-22,2017-10-16
bigalgebra,2021-05-03,2014-04-16
biganalytics,2020-06-09,2010-05-06
bigassertr,2021-04-16,2019-10-14
bigchess,2020-08-05,2018-05-11
bigdata,2017-06-15,2012-04-06
bigdatadist,2018-09-24,2018-07-02
BIGDAWG,2021-02-11,2015-06-13
bigFastlm,2018-11-10,2016-10-06
bigGP,2015-07-08,2013-06-04
BiGGR,2013-05-27,2012-10-29
bigIntegerAlgos,2020-01-16,2018-04-11
bigKRLS,2020-02-01,2017-04-15
BIGL,2021-03-10,2017-06-30
biglars,2020-04-23,2010-01-05
biglasso,2021-01-31,2016-03-02
bigleaf,2019-06-08,2018-01-25
biglm,2020-11-27,2006-05-17
biglmm,2020-05-26,2018-07-31
bigMap,2020-06-30,2019-02-01
bigmatch,2020-04-03,2018-04-09
bigmatrix,2012-11-27,2012-07-29
bigmds,2021-03-29,2021-01-18
bigmemory,2019-12-23,2008-06-23
bigmemory.sri,2014-08-18,2012-09-17
bigml,2020-03-07,2012-05-10
bigparallelr,2021-02-02,2019-10-18
bigpca,2018-05-03,2014-03-04
bigQueryR,2019-10-09,2016-06-13
BigQuic,2021-03-01,2016-05-02
biGraph,2012-06-30,2011-01-26
bigreadr,2021-04-10,2018-07-30
bigrf,2015-11-21,2013-03-09
bigrquery,2020-10-05,2015-01-13
bigRR,2018-05-25,2013-05-02
BigSEM,2020-05-14,2016-09-29
bigsnpr,2021-05-24,2017-12-05
bigsparser,2021-03-27,2020-04-10
bigsplines,2018-05-25,2014-04-04
bigstatsr,2021-04-05,2017-09-02
bigstep,2019-07-26,2016-10-27
bigtabulate,2016-02-18,2010-05-06
bigtcr,2018-01-27,2016-10-30
bigutilsr,2021-04-14,2019-08-22
BigVAR,2019-12-02,2016-05-18
bikedata,2020-01-12,2017-05-31
bikeshare14,2021-04-07,2016-08-21
bikm1,2020-01-28,2019-08-24
bilan,2014-08-29,2014-02-05
bild,2020-04-12,2010-06-06
billboarder,2021-03-27,2017-08-29
bim,2010-07-30,2003-09-19
bimets,2021-02-04,2019-06-06
BimodalIndex,2019-05-06,2017-07-14
Binarize,2019-04-07,2015-03-05
BinaryEPPM,2019-07-31,2015-05-14
binaryLogic,2017-12-13,2015-12-18
binarySimCLF,2013-12-21,2009-04-23
binb,2020-06-10,2018-09-20
BINCO,2013-12-21,2012-04-24
BINCOR,2018-05-21,2018-02-20
binda,2015-07-08,2014-04-14
bindata,2021-01-29,1999-05-19
bindr,2018-03-13,2016-11-13
bindrcpp,2018-03-29,2016-12-11
binequality,2018-11-05,2014-09-15
bingat,2017-07-05,2014-03-07
binGroup,2018-08-24,2007-02-11
binGroup2,2021-03-17,2020-04-07
binhf,2018-07-19,2012-07-23
binman,2020-10-02,2016-12-11
binmapr,2020-07-05,2019-10-20
BinMat,2020-03-06,2020-02-29
binMto,2018-04-20,2007-08-25
binnednp,2019-06-07,2018-01-18
binneR,2019-06-03,2018-03-01
BinNonNor,2021-03-22,2014-12-16
BinNor,2021-03-05,2011-11-05
binom,2014-01-02,2006-08-11
binomen,2018-11-06,2015-12-07
binomialMix,2020-03-23,2019-12-15
binomialRF,2020-03-26,2020-01-31
binomlogit,2014-03-12,2012-04-25
binomSamSize,2017-03-08,2009-05-18
binomTools,2018-01-23,2011-08-09
BinOrdNonNor,2021-03-21,2015-02-03
binostics,2021-02-11,2019-03-06
BinQuasi,2018-07-27,2018-04-03
binr,2015-03-10,2014-07-03
binseqtest,2016-12-16,2012-11-05
binsmooth,2020-03-11,2016-08-12
binst,2018-01-05,2016-05-20
bio.infer,2020-09-02,2007-06-24
bio3d,2021-05-11,2014-10-15
bioacoustics,2021-01-05,2018-05-03
bioassays,2020-10-09,2020-05-29
bioC.logs,2021-05-05,2020-02-09
BioCircos,2019-03-19,2017-12-21
BiocManager,2021-05-11,2018-06-15
Biocomb,2018-05-18,2015-10-28
biocompute,2020-10-16,2019-11-28
Biodem,2021-01-05,2005-04-25
BiodiversityR,2021-04-20,2007-07-28
BIOdry,2020-03-09,2015-12-30
biofiles,2019-10-21,2017-11-21
BioFTF,2016-09-26,2016-02-18
biogas,2020-01-08,2015-03-06
BioGeoBEARS,2019-01-28,2013-06-24
biogram,2020-03-31,2014-12-19
Biograph,2020-04-21,2011-01-26
biogrowth,2021-01-27,2020-10-22
Bioi,2019-12-08,2018-01-19
BioIDMapper,2011-12-03,2008-03-05
bioimagetools,2020-05-29,2016-10-14
bioinactivation,2019-08-01,2015-12-11
BioInsight,2021-01-07,2020-08-17
BioInstaller,2021-01-22,2017-03-16
biolink,2020-11-01,2017-03-07
Biolinv,2021-03-28,2017-02-03
biom,2017-02-15,2013-04-29
BioMark,2015-09-07,2011-02-08
BiomarkeR,2014-09-19,2011-06-01
biomartr,2019-12-12,2015-07-22
BIOMASS,2021-03-18,2016-09-21
BioMedR,2019-07-05,2019-01-15
biomod2,2020-02-26,2012-11-09
bionetdata,2014-08-19,2012-02-20
bioOED,2019-08-07,2017-03-13
biopara,2015-06-19,2005-04-22
BioPET,2018-07-17,2016-07-02
BioPhysConnectoR,2018-05-03,2010-02-16
bioplots,2020-02-05,2016-06-06
biOps,2014-07-28,2007-08-14
biOpsGUI,2014-07-28,2007-12-07
bioRad,2020-05-11,2018-12-14
biorxivr,2021-05-27,2015-05-05
Bios2cor,2020-10-02,2017-08-24
bios2mds,2020-04-07,2011-07-06
bioseq,2020-11-26,2020-07-27
bioset,2018-11-13,2017-10-08
biosignalEMG,2018-02-18,2015-03-20
biospear,2018-05-24,2017-05-13
biostat3,2020-11-05,2018-11-02
Biostatistics,2021-02-13,2021-01-22
BioStatR,2021-03-14,2009-12-14
Biotech,2021-05-26,2020-08-13
biotools,2021-04-07,2014-02-12
BioVenn,2021-03-31,2020-09-01
bipartite,2021-02-04,2007-12-03
bipartiteD3,2019-03-28,2018-11-26
biplotbootGUI,2019-07-31,2013-12-31
BiplotGUI,2013-03-19,2008-08-13
BIPOD,2018-06-17,2014-03-18
BiProbitPartial,2019-01-10,2019-01-08
birankr,2020-03-23,2020-01-26
birch,2014-05-30,2008-02-24
birdnik,2019-02-19,2016-08-14
birdring,2019-08-20,2014-04-02
BIRDS,2021-03-01,2020-03-20
birk,2016-07-27,2014-06-26
BIS,2018-05-22,2017-10-24
biscale,2020-05-06,2019-05-19
bise,2013-04-16,2012-10-29
bisectr,2012-06-15,2012-05-17
BiSEp,2017-01-26,2014-02-25
biseVec,2012-12-22,2012-10-29
bisoreg,2019-03-01,2012-10-29
bisque,2020-02-06,2019-04-24
BisqueRNA,2021-05-23,2019-06-19
BisRNA,2017-12-15,2017-04-12
bit,2020-08-04,2008-10-09
bit64,2020-08-30,2012-01-27
bitmexr,2020-06-27,2020-05-02
bitops,2021-04-24,2005-01-28
BiTrinA,2019-04-07,2015-08-05
bitrugs,2020-01-11,2016-05-24
bitsqueezr,2020-01-17,2019-01-30
bivariate,2021-04-11,2018-08-16
Bivariate.Pareto,2019-12-11,2018-02-12
bivarRIpower,2021-01-27,2012-10-29
BivGeo,2019-01-03,2018-08-02
bivpois,2009-08-21,2005-09-01
BivRec,2021-06-05,2018-11-16
BivRegBLS,2019-05-19,2017-01-06
bivrp,2020-04-01,2016-12-16
BivUnifBin,2021-03-05,2016-07-29
biwavelet,2021-05-26,2012-04-28
bizdays,2021-04-19,2013-09-17
bkmr,2017-03-24,2016-07-01
bkmrhat,2021-02-17,2020-09-16
BKPC,2018-03-13,2016-02-27
blackbox,2020-04-20,2016-04-14
blaise,2021-06-04,2019-05-15
BlakerCI,2019-04-29,2010-11-28
BlandAltmanLeh,2015-12-23,2014-08-13
blandr,2018-05-10,2017-07-29
blapsr,2020-10-19,2020-07-13
blaster,2021-02-24,2021-02-10
blastula,2020-05-19,2017-08-21
blatent,2020-12-15,2020-12-08
blatr,2015-03-11,2015-03-10
Blaunet,2020-05-22,2014-01-21
blavaan,2021-02-19,2015-10-07
BLCOP,2020-12-10,2008-08-20
blendedLink,2017-01-31,2016-05-30
blender,2014-02-22,2010-12-22
Blendstat,2020-03-24,2018-02-21
blighty,2018-06-01,2001-04-18
blink,2020-02-02,2017-08-07
bliss,2020-10-19,2019-03-06
blkbox,2020-08-10,2016-08-08
blkergm,2018-10-03,2013-10-19
blm,2013-08-16,2011-07-04
blme,2021-01-05,2011-06-21
blmeco,2019-12-05,2015-02-05
blob,2020-01-20,2016-12-29
blockcluster,2021-04-07,2012-07-04
BlockCov,2019-04-14,2018-07-01
BlockFeST,2021-03-15,2018-02-12
blockForest,2019-12-06,2018-12-30
blockingChallenge,2019-03-25,2018-09-22
blocklength,2021-05-12,2021-02-25
blockmodeling,2020-07-01,2008-11-17
blockmodels,2020-11-23,2015-04-15
blockrand,2020-04-06,2006-08-19
blockRAR,2020-01-21,2019-04-27
blocksdesign,2021-04-07,2014-09-29
blockseg,2019-11-06,2016-01-15
blockTools,2016-12-02,2007-08-25
blogdown,2021-04-14,2017-08-22
BLOQ,2020-05-14,2018-08-13
blorr,2020-05-28,2018-05-11
Blossom,2018-01-05,2015-10-14
blowtorch,2016-02-14,2014-05-09
BLPestimatoR,2019-12-11,2017-03-16
BLR,2020-01-07,2010-04-08
blsAPI,2018-10-28,2014-12-31
blscrapeR,2019-12-17,2016-07-24
BMA,2021-05-22,2005-05-03
bmabasket,2021-01-21,2021-01-15
BMAmevt,2019-12-18,2013-09-02
bmd,2012-03-16,2008-06-05
bmem,2020-09-20,2011-04-28
bmeta,2016-01-08,2015-10-29
BMhyb,2020-01-21,2017-09-11
BMhyd,2020-01-21,2014-02-15
BMisc,2020-12-18,2017-06-14
Bmix,2016-02-07,2009-10-27
bmixture,2021-05-11,2017-01-09
bmlm,2019-02-21,2016-07-20
bmmix,2014-05-27,2014-05-09
BMN,2018-03-10,2009-03-26
bmotif,2020-07-23,2018-01-29
bmp,2017-09-11,2011-12-12
BMRBr,2018-08-24,2018-01-17
bmrm,2019-04-03,2013-05-14
BMRSr,2021-05-30,2019-09-03
BMRV,2016-11-01,2015-12-31
BMS,2015-11-24,2010-07-26
BMSC,2019-08-02,2018-08-05
bmscstan,2020-11-08,2020-09-07
BMTAR,2021-01-19,2020-06-09
BMTME,2020-08-27,2019-01-11
bnclassify,2020-03-12,2015-07-30
bnlearn,2020-09-21,2007-09-21
bnma,2021-01-13,2019-12-10
BNN,2018-02-02,2018-01-13
bnnSurvival,2017-05-10,2016-02-27
bnpa,2017-02-21,2017-01-13
BNPdensity,2021-05-13,2011-09-23
BNPMediation,2019-02-24,2017-07-07
BNPmix,2021-03-21,2019-03-29
BNPMIXcluster,2020-10-28,2016-12-03
bnpmr,2018-04-07,2013-04-25
bnpsd,2021-02-12,2018-01-16
BNPTSclust,2019-08-19,2015-01-13
BNrich,2020-04-04,2020-03-20
BNSL,2019-01-24,2017-03-08
BNSP,2021-05-05,2014-10-10
bnspatial,2020-01-17,2016-06-02
bnstruct,2021-05-19,2015-07-30
bnviewer,2020-09-14,2018-07-31
boa,2016-06-23,2004-04-19
boclust,2018-05-03,2017-11-15
bodenmiller,2021-04-11,2015-12-18
BOG,2014-08-18,2013-03-06
boilerpipeR,2021-05-19,2012-12-21
BOIN,2021-01-19,2014-09-19
BOJ,2021-02-23,2020-05-25
bold,2021-05-11,2014-05-29
Bolstad,2020-10-05,2005-02-24
Bolstad2,2013-06-17,2009-11-06
BoltzMM,2019-02-14,2018-03-19
bomrang,2021-04-28,2017-09-23
bomWater,2020-09-20,2020-08-19
bookdown,2021-04-22,2016-07-13
bookdownplus,2020-01-24,2017-06-22
boolean,2013-03-23,2003-07-16
boolean3,2018-06-17,2014-06-25
boolfun,2013-09-27,2009-12-14
BoolNet,2019-04-16,2009-11-16
Boom,2021-02-23,2014-06-21
BoomSpikeSlab,2021-04-06,2014-06-24
boost,2009-06-24,2004-12-10
BoostMLR,2021-02-25,2020-03-14
boostmtree,2020-11-24,2016-03-17
boostSeq,2019-01-24,2012-08-11
boot,2021-05-03,1999-04-08
boot.heterogeneity,2021-01-07,2020-05-08
BootCL,2010-07-30,2007-01-09
bootcluster,2021-01-26,2017-11-13
bootComb,2020-11-18,2020-08-20
bootES,2015-08-14,2012-08-13
bootfs,2014-12-07,2012-09-14
bootImpute,2021-04-01,2019-07-18
bootLR,2019-02-01,2014-05-27
bootnet,2020-06-02,2015-03-04
BootPR,2014-04-12,2008-04-20
bootRes,2021-01-21,2009-06-24
bootruin,2016-12-30,2010-03-26
bootspecdens,2009-10-12,2009-01-21
bootsPLS,2018-05-17,2015-03-23
bootStepAIC,2009-06-04,2007-05-07
bootstrap,2019-06-17,2000-12-06
bootstrapFP,2020-10-13,2019-02-01
BootstrapQTL,2021-05-12,2018-09-22
